plot_id;tokeep_NEF;alternative_plot_id;site_id;site_name;habitat;habitat_simple;project;seq_run;fg_soil_project;latitude;longitude;altitude;eDNA_sequence_data_available;phys_chem_data_available;phys_chem_patches_analyzed;clay;silt;sand;pH;TN;OC;CN;AP
BUG-759;no;BUG_0759;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.377.377.961;-5.295.895.997;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-760;no;BUG_0760;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;537.891.604;-5.295.801.499;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-761;no;BUG_0761;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.378.377;-5.295.575.297;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-762;no;BUG_0762;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.377.862.016;-5.295.136.797;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-763;no;BUG_0763;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.374.236;-52.948.382;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-764;no;BUG_0764;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;537.379.696;-5.295.169.998;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-765;no;BUG_0765;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.373.128.001;-5.295.371.097;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-766;no;BUG_0766;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.374.515.038;-5.295.561.701;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-767;no;BUG_0767;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.372.196.017;-5.295.615.999;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-768;no;BUG_0768;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.369.557;-52.963.386;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-769;no;BUG_0769;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.374.818.966;-5.295.844.398;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-770;no;BUG_0770;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.376.534.993;-5.295.724.897;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-771;no;BUG_0771;URB_MAT;Matoury;Urban green space;Urban Area;BUG;BUG;yes;4.823.788.963;-5.236.427.701;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-772;no;BUG_0772;URB_MAT;Matoury;Urban green space;Urban Area;BUG;BUG;yes;4.830.126.017;-5.235.774.198;10;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-773;no;BUG_0773;URB_REM;Remire-Montjoly;Urban green space;Urban Area;BUG;BUG;yes;4.855.341.967;-5.227.471.403;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-774;no;BUG_0774;URB_REM;Remire-Montjoly;Urban green space;Urban Area;BUG;BUG;yes;4.858.612;-52.270.676;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-775;no;BUG_0775;URB_REM;Remire-Montjoly;Urban green space;Urban Area;BUG;BUG;yes;4.905.357.035;-5.227.661.999;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-776;no;BUG_0776;URB_REM;Remire-Montjoly;Urban green space;Urban Area;BUG;BUG;yes;4.909.054.041;-5.227.549.396;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-777;no;BUG_0777;URB_REM;Remire-Montjoly;Urban green space;Urban Area;BUG;BUG;yes;4.912.496.991;-5.227.038.796;8;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-778;no;BUG_0778;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.932.842.972;-5.230.187.902;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-779;no;BUG_0779;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.943.905.994;-5.233.202.697;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-780;no;BUG_0780;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.985.024;-5.233.190.803;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-781;no;BUG_0781;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.320.004;-5.233.328.903;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-782;no;BUG_0782;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.486.971;-5.233.538.199;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-783;no;BUG_0783;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.940.008.996;-5.233.615.397;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-784;no;BUG_0784;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.937.659.968;-5.233.687.699;28;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-785;no;BUG_0785;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.933.971.767;-5.233.013.335;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-786;no;BUG_0786;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.615.969;-5.232.564.901;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-787;no;BUG_0787;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.940.174.222;-5.232.059.909;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-788;no;BUG_0788;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;494.407.204;-5.232.286.002;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-790;no;BUG_0790;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.475.734.573;-5.321.289.088;10;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-791;no;BUG_0791;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.477.141.971;-53.210.219;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-792;no;BUG_0792;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.477.138.031;-5.321.022.302;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-793;no;BUG_0793;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.475.854.008;-5.320.959.304;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-794;no;BUG_0794;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.475.648.986;-5.321.058.202;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-795;no;BUG_0795;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.475.159.986;-5.320.986.603;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-796;no;BUG_0796;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.475.699.026;-53.207.645;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-797;no;BUG_0797;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.476.246.029;-5.320.728.902;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-798;no;BUG_0798;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.476.965.029;-5.320.781.196;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-799;no;BUG_0799;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.480.753.984;-5.320.814.598;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-800;no;BUG_0800;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.479.420.004;-5.320.693.103;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-801;no;BUG_0801;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.479.443.977;-53.206.553;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-802;no;BUG_0802;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.479.885.032;-5.321.201.398;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-803;no;BUG_0803;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.478.675.021;-5.321.074.798;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-804;no;BUG_0804;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.478.589.023;-5.320.854.597;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-805;no;BUG_0805;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.478.128.018;-5.320.556.796;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-806;no;BUG_0806;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;547.972.301;-5.320.531.701;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-807;no;BUG_0807;URB_IRA;Iracoubo;Urban green space;Urban Area;BUG;BUG;yes;5.480.205.975;-5.320.309.698;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-808;no;BUG_0808;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;538.425.196;-52.953.098;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-809;no;BUG_0809;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.382.574.992;-5.295.348.398;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-810;no;BUG_0810;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;538.321.604;-5.295.506.598;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-811;no;BUG_0811;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.383.071.033;-5.295.646.601;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-812;no;BUG_0812;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.384.419.011;-52.957.786;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-813;no;BUG_0813;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.380.932.977;-52.959.857;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-814;no;BUG_0814;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.379.955.983;-5.295.609.302;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-815;no;BUG_0815;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.381.408.986;-52.956.809;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-816;no;BUG_0816;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.379.049.983;-5.295.341.098;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-817;no;BUG_0817;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.376.547.985;-52.954.379;8;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-818;no;BUG_0818;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.379.283;-52.959.586;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-819;no;BUG_0819;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.377.377.961;-5.295.895.997;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-820;no;BUG_0820;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;537.891.604;-5.295.801.499;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-821;no;BUG_0821;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.378.377;-5.295.575.297;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-822;no;BUG_0822;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.377.862.016;-5.295.136.797;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-823;no;BUG_0823;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.374.236;-52.948.382;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-824;no;BUG_0824;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;537.379.696;-5.295.169.998;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-825;no;BUG_0825;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.373.128.001;-5.295.371.097;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-826;no;BUG_0826;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.374.515.038;-5.295.561.701;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-827;no;BUG_0827;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.372.196.017;-5.295.615.999;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-828;no;BUG_0828;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.369.557;-52.963.386;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-829;no;BUG_0829;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.374.818.966;-5.295.844.398;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-830;no;BUG_0830;URB_SIN;Sinnamary;Urban green space;Urban Area;BUG;BUG;yes;5.376.534.993;-5.295.724.897;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-831;no;BUG_0831;URB_MAT;Matoury;Urban green space;Urban Area;BUG;BUG;yes;4.823.788.963;-5.236.427.701;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-832;no;BUG_0832;URB_MAT;Matoury;Urban green space;Urban Area;BUG;BUG;yes;4.830.126.017;-5.235.774.198;10;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-833;no;BUG_0833;URB_REM;Remire-Montjoly;Urban green space;Urban Area;BUG;BUG;yes;4.855.341.967;-5.227.471.403;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-834;no;BUG_0834;URB_REM;Remire-Montjoly;Urban green space;Urban Area;BUG;BUG;yes;4.858.612;-52.270.676;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-835;no;BUG_0835;URB_REM;Remire-Montjoly;Urban green space;Urban Area;BUG;BUG;yes;4.905.357.035;-5.227.661.999;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-836;no;BUG_0836;URB_REM;Remire-Montjoly;Urban green space;Urban Area;BUG;BUG;yes;4.909.054.041;-5.227.549.396;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-837;no;BUG_0837;URB_REM;Remire-Montjoly;Urban green space;Urban Area;BUG;BUG;yes;4.912.496.991;-5.227.038.796;8;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-838;no;BUG_0838;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.932.842.972;-5.230.187.902;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-839;no;BUG_0839;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.943.905.994;-5.233.202.697;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-840;no;BUG_0840;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.985.024;-5.233.190.803;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-841;no;BUG_0841;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.320.004;-5.233.328.903;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-842;no;BUG_0842;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.486.971;-5.233.538.199;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-843;no;BUG_0843;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.940.008.996;-5.233.615.397;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-844;no;BUG_0844;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.937.659.968;-5.233.687.699;28;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-845;no;BUG_0845;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.933.971.767;-5.233.013.335;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-846;no;BUG_0846;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.615.969;-5.232.564.901;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-847;no;BUG_0847;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.940.174.222;-5.232.059.909;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-848;no;BUG_0848;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;494.407.204;-5.232.286.002;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-852;no;BUG_0852;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.400.002;-5.402.920.151;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-853;no;BUG_0853;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;547.179.985;-5.403.329.849;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-854;no;BUG_0854;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.471.600.056;-5.403.290.176;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-855;no;BUG_0855;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-856;no;BUG_0856;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.471.700.191;-5.403.310.013;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-859;no;BUG_0859;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.299.866;-5.402.930.069;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-861;no;BUG_0861;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.471.700.191;-5.403.310.013;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-864;no;BUG_0864;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.472.000.122;-5.403.310.013;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-866;no;BUG_0866;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-873;no;BUG_0873;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.471.199.989;-5.403.310.013;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-877;no;BUG_0877;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.699.932;-5.403.010.178;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-879;no;BUG_0879;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.800.068;-5.402.980.042;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-880;no;BUG_0880;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.471.600.056;-5.403.239.822;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-889;no;BUG_0889;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.469.099.998;-540.304.985;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-890;no;BUG_0890;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;546.600.008;-5.402.190.018;20;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-892;no;BUG_0892;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.474.999.905;-5.402.870.178;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-893;no;BUG_0893;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.470.300.198;-540.306.015;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-894;no;BUG_0894;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-895;no;BUG_0895;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.471.600.056;-5.403.290.176;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-896;no;BUG_0896;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;NA;NA;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-898;no;BUG_0898;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.480.400.085;-5.402.830.124;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-902;no;BUG_0902;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.470.300.198;-5.403.319.931;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-906;no;BUG_0906;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.451.300.144;-540.489.006;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-907;no;BUG_0907;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.900.204;-5.402.930.069;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-908;no;BUG_0908;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;NA;NA;10;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-909;no;BUG_0909;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.449.399.948;-5.399.610.138;20;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-910;no;BUG_0910;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.475.200.176;-5.401.649.857;20;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-911;no;BUG_0911;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.471.899.986;-5.403.310.013;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-912;no;BUG_0912;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.699.932;-5.402.930.069;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-913;no;BUG_0913;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.465.899.944;-5.402.659.988;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-914;no;BUG_0914;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-915;no;BUG_0915;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.400.002;-5.403.020.096;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-916;no;BUG_0916;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.475.299.835;-5.401.779.938;23;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-917;no;BUG_0917;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.500.137;-5.402.980.042;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-918;no;BUG_0918;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.475.200.176;-5.401.779.938;24;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-919;no;BUG_0919;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;547.329.998;-5.402.899.933;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-923;no;BUG_0923;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.599.796;-5.402.959.824;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-926;no;BUG_0926;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.441.800.117;-5.398.680.115;20;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-927;no;BUG_0927;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;548.210.001;-5.401.340.103;20;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-931;no;BUG_0931;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.599.796;-5.402.930.069;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-932;no;BUG_0932;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.440.999.985;-5.398.749.924;20;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-933;no;BUG_0933;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.490.099.907;-5.402.899.933;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-934;no;BUG_0934;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.469.200.134;-5.403.279.877;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-935;no;BUG_0935;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.468.299.866;-5.402.930.069;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-936;no;BUG_0936;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.488.999.844;-5.403.789.902;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
