plot_id,alternative_plot_id,site_id,site_name,habitat,habitat_simple,project,seq_run,fg_soil_project,latitude,longitude,altitude,eDNA_sequence_data_available,phys_chem_data_available,phys_chem_patches_analyzed,clay,silt,sand,pH,TN,OC,CN,AP
PE2,PE02,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-3.97588,-73.42706,149,no,yes,NA,5,20,75,NA,0.068,1.13,16.62,2.7
PE3,PE03,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-3.91806,-73.55283,121,no,yes,NA,6,53,41,NA,0.244,4.48,18.36,28.6
PE4,PE04,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-3.89191,-73.55304,105,no,yes,NA,51,38,11,NA,0.295,2.81,9.53,7
PE5,PE05,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-3.89221,-73.56022,109,no,yes,NA,67,21,12,NA,0.393,3.98,10.13,6.2
PE6,PE06,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-3.90549,-73.80156,107,no,yes,NA,38,47,15,NA,0.231,2.12,9.18,7.1
PE7,PE07,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-3.87573,-73.86387,130,no,yes,NA,3,4,93,NA,0.081,2.19,27.04,10.1
PE8,PE08,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-3.9064,-73.80066,107,no,yes,NA,32,34,34,NA,0.135,1.17,8.67,6.9
PE9,PE09,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-3.88955,-73.82035,130,no,yes,NA,3,4,93,NA,0.038,0.82,21.58,6.8
PE10,PE10,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-3.83326,-73.59827,128,no,yes,NA,37,48,15,NA,0.111,1.06,9.55,0.05
PE11,PE11,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-3.83326,-73.59827,106,no,yes,NA,4,30,66,NA,0.035,0.7,20,3.1
PE12,PE12,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-3.75672,-74.08525,111,no,yes,NA,14,43,43,NA,0.182,2.12,11.65,7.2
PE13,PE13,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-3.76385,-74.08853,136,no,yes,NA,4,23,73,NA,0.062,1.78,28.71,6.3
PE14,PE14,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-4.89958,-73.62965,139,no,yes,NA,3,28,69,NA,0.029,0.63,21.72,4
PE15,PE15,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-4.92469,-73.61099,130,no,yes,NA,21,23,56,NA,0.096,1.17,12.19,2.7
PE16,PE16,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-4.91665,-73.61364,132,no,yes,NA,34,15,51,NA,0.172,2.1,12.21,5.2
PE17,PE17,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-4.87971,-73.64802,112,no,yes,NA,63,32,5,NA,0.215,2.11,9.81,18.6
PE18,PE18,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-4.93332,-73.72234,95,no,yes,NA,16,60,24,NA,0.06,0.78,13,17.8
PE19,PE19,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-4.83187,-73.74144,109,no,yes,NA,26,58,16,NA,0.142,1.16,8.17,1.4
PE20,PE20,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-3.77767,-73.68627,125,no,yes,NA,23,24,53,NA,0.083,0.87,10.48,1.5
PE21,PE21,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-3.83002,-73.71016,120,no,yes,NA,27,14,59,NA,0.092,1.09,11.85,1.3
PE22,PE22,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-3.80733,-73.69864,106,no,yes,NA,39,48,13,NA,0.14,1.13,8.07,2.2
PE23,PE23,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-4.12908,-73.47107,133,no,yes,NA,24,27,49,NA,0.144,1.53,10.63,4.3
PE24,PE24,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-4.17062,-73.48252,126,no,yes,NA,47,35,18,NA,0.119,0.98,8.24,0.05
PE25,PE25,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-5.90764,-73.72406,138,no,yes,NA,3,34,63,NA,0.105,1.98,18.86,9.6
PE26,PE26,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-5.91633,-73.72787,137,no,yes,NA,2,45,53,NA,0.042,0.93,22.14,3.4
PE27,PE27,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-5.88625,-73.76487,130,no,yes,NA,3,33,64,NA,0.104,1.92,18.46,19.8
PE28,PE28,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-5.85384,-73.77916,132,no,yes,NA,2,37,61,NA,0.102,1.82,17.84,16.5
PE29,PE29,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-5.56828,-73.88479,113,no,yes,NA,46,43,11,NA,0.22,1.62,7.36,4.2
PE30,PE30,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-5.51259,-73.84787,117,no,yes,NA,69,21,10,NA,0.268,2.01,7.5,1.1
PE31,PE31,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-5.05951,-73.81967,133,no,yes,NA,33,8,59,NA,0.112,1.36,12.14,3
PE32,PE32,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-5.18673,-73.84637,131,no,yes,NA,39,20,41,NA,0.156,1.82,11.67,3.4
PE33,PE33,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-4.31174,-77.24347,173,no,yes,NA,50,31,19,NA,0.038,0.74,19.47,2.1
PE34,PE34,PE,Peru,White-Sand,White-Sand,NEBEDIV,OTHER,no,-4.29847,-77.2408,160,no,yes,NA,23,44,33,NA,0.029,0.52,17.93,2.2
PE35,PE35,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-4.53244,-77.12557,158,no,yes,NA,41,21,38,NA,0.264,1.97,7.46,2.4
PE36,PE36,PE,Peru,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,no,-4.53142,-77.13208,158,no,yes,NA,63,10,27,NA,0.219,1.84,8.4,2.9
PE37,PE37,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-4.51855,-77.1056,156,no,yes,NA,4,9,87,NA,0.214,1.89,8.83,1.2
PE38,PE38,PE,Peru,Terra Firme,Terra Firme,NEBEDIV,OTHER,no,-4.76419,-76.64934,143,no,yes,NA,7,9,84,NA,0.233,2.79,11.97,3
PGD1,PGD1,PGD,Porte-Grande,Eucalypt_1yo,Eucalypt_1yo,BING,OTHER,no,0.5718918,-51.221,64,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD10,PGD10,PGD,Porte-Grande,Savanna,Savanna,BING,OTHER,no,0.4564,-51.0331,42,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD11,PGD11,PGD,Porte-Grande,Savanna,Savanna,BING,OTHER,no,0.4564,-51.0331,42,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD12,PGD12,PGD,Porte-Grande,Savanna,Savanna,BING,OTHER,no,0.4564,-51.0331,42,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD2,PGD2,PGD,Porte-Grande,Eucalypt_1yo,Eucalypt_1yo,BING,OTHER,no,0.5745246,-51.21988,70,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD3,PGD3,PGD,Porte-Grande,Eucalypt_1yo,Eucalypt_1yo,BING,OTHER,no,0.5854619,-51.23973,68,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD4,PGD4,PGD,Porte-Grande,Eucalypt_3yo,Eucalypt_3yo,BING,OTHER,no,0.527607,-51.1712,44,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD5,PGD5,PGD,Porte-Grande,Eucalypt_3yo,Eucalypt_3yo,BING,OTHER,no,0.5572274,-51.18684,75,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD6,PGD6,PGD,Porte-Grande,Eucalypt_3yo,Eucalypt_3yo,BING,OTHER,no,0.5607106,-51.18684,74,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD7,PGD7,PGD,Porte-Grande,Eucalypt_6yo,Eucalypt_6yo,BING,OTHER,no,0.5870298,-51.18848,74,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD8,PGD8,PGD,Porte-Grande,Eucalypt_6yo,Eucalypt_6yo,BING,OTHER,no,0.5888839,-51.18618,74,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD9,PGD9,PGD,Porte-Grande,Eucalypt_6yo,Eucalypt_6yo,BING,OTHER,no,0.5916614,-51.18618,72,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMT10,PMT10,PMT,Petite Montagne Tortue,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,yes,4.31755,-52.23487,93,no,yes,NA,3,8,89,NA,0.065,1.27,19.54,1.2
PMT11,PMT11,PMT,Petite Montagne Tortue,White-Sand,White-Sand,NEBEDIV,DIAMOND,yes,4.31119,-52.22752,127,yes,yes,NA,4,12,84,NA,0.396,10.46,26.41,2.6
PMT12,PMT12,PMT,Petite Montagne Tortue,White-Sand,White-Sand,NEBEDIV,OTHER,yes,4.32148,-52.2366,93,no,yes,NA,4,6,90,NA,0.058,1.16,20,1.1
PMT13,PMT13,PMT,Petite Montagne Tortue,Terra Firme,Terra Firme,NEBEDIV,OTHER,yes,4.30063,-52.22815,72,no,yes,NA,21,14,65,NA,0.175,2.47,14.11,1.6
PMT14,PMT14,PMT,Petite Montagne Tortue,Terra Firme,Terra Firme,NEBEDIV,OTHER,yes,4.29248,-52.2359,81,no,yes,NA,54,15,31,NA,0.496,7.41,14.94,3.5
PMT15,PMT15,PMT,Petite Montagne Tortue,Terra Firme,Terra Firme,NEBEDIV,OTHER,yes,4.29041,-52.26269,77,no,yes,NA,61,14,25,NA,0.481,7.04,14.64,6.8
PMT16,PMT16,PMT,Petite Montagne Tortue,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,DIAMOND,yes,4.30381,-52.23712,47,yes,yes,NA,4,13,83,NA,0.042,0.95,22.62,1.2
PMT17,PMT17,PMT,Petite Montagne Tortue,Seasonally Flooded Forest,Seasonally Flooded Forest,NEBEDIV,OTHER,yes,4.32924,-52.24194,85,no,yes,NA,5,10,85,NA,0.053,0.99,18.68,1.7
PMT18,PMT18,PMT,Petite Montagne Tortue,White-Sand,White-Sand,NEBEDIV,OTHER,yes,4.30546,-52.21653,136,no,yes,NA,4,6,90,NA,0.058,1.16,20,1.1
RB,RB,RB,Roches Blanches,Savanna,Savanna,BING,BING,yes,5.4955,-53.30519,10.50382,yes,yes,1,3.569,44.438,51.9965,4.81,0.14636,2.13018,14.5539,0.92617
REN1,REN1,REN,Renner,Savanna,Savanna,BING,BING,yes,5.319,-52.88763,12.73115,yes,yes,1,0.505,17.8715,81.6245,5.05,0.06808,0.79503,11.67809,0.05362
REN2,REN2,REN,Renner,Savanna,Savanna,BING,BING,yes,5.32333,-52.89078,13.1281,yes,yes,1,0.241,18.3295,81.432,5.16,0.07614,1.01594,13.34307,0.12002
REN3,REN3,REN,Renner,Savanna,Savanna,BING,BING,yes,5.32678,-52.89618,12.89637,yes,yes,1,0.535,18.5655,80.9015,5.06,0.07094,0.94067,13.2602,0.16698
ROR,ROR,ROR,Rorota,Terra Firme,Terra Firme,DIAMOND,DIAMOND,yes,4.8764,-52.2608,NA,yes,yes,NA,28.325,17.575,54.1,5.7225,3.585,45.025,12.59767,0.01225
SAM1,SAM1,SAM,Savane des Mornes,Savanna,Savanna,BING,BING,yes,4.99486,-52.46555,6.19599,yes,yes,1,3.499,50.0385,46.4655,5.06,0.11713,1.65497,14.12956,0.27324
SAVINC1,SAVINC1,SAVINC,Savance Incluse,Savanna,Savanna,BING,BING,yes,5.26795,-52.95752,8,yes,yes,1,2.3615,37.1015,60.5415,4.82,0.10819,1.47958,13.67593,0.92167
SAVINC2,SAVINC2,SAVINC,Savance Incluse,Savanna,Savanna,BING,BING,yes,5.26815,-52.96146,12,yes,yes,1,2.34,38.4315,59.231,4.94,0.0913,1.381,15.12604,0.29026
SF1,SF1,SF,Fleche,Savanna,Savanna,BING,BING,yes,5.528,-53.38391,6,yes,yes,1,1.663,42.694,55.646,4.84,0.16599,2.40572,14.49274,0.10991
SF2,SF2,SF,Fleche,Savanna,Savanna,BING,BING,yes,5.52565,-53.37945,6,yes,yes,1,4.616,50.746,44.6395,4.69,0.19532,2.78446,14.25583,0.0741
SGE1,SGE1,SGE,Saint-Georges,Cassava_2yo,Cassava_2yo,BING,OTHER,yes,3.912601,-51.80594,46,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGE2,SGE2,SGE,Saint-Georges,Cassava_1yo,Cassava_1yo,BING,OTHER,yes,3.914649,-51.80841,18,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGE3,SGE3,SGE,Saint-Georges,Cassava_2yo,Cassava_2yo,BING,OTHER,yes,3.934702,-51.83652,27,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGE4,SGE4,SGE,Saint-Georges,Cassava_1yo,Cassava_1yo,BING,OTHER,yes,3.929697,-51.83711,17,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGE5,SGE5,SGE,Saint-Georges,Cassava_1yo,Cassava_1yo,BING,OTHER,yes,3.913243,-51.80361,42,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGE6,SGE6,SGE,Saint-Georges,Cassava_2yo,Cassava_2yo,BING,OTHER,yes,3.912773,-51.80358,37,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGE7,SGE7,SGE,Saint-Georges,Cassava_1yo,Cassava_1yo,BING,OTHER,yes,3.911145,-51.80328,29,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGE8,SGE8,SGE,Saint-Georges,Cassava_1yo,Cassava_1yo,BING,OTHER,yes,3.909497,-51.8043,40,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL1,SL01,SL,Limonade,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,3.56499,-53.204,204,no,yes,NA,78.91,5.45,15.64,4.51,2.8,3.37,12.07,2.4
SL2,SL02,SL,Limonade,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,3.563,-53.211,229,no,yes,NA,62.82,7.19,29.99,4.82,2.47,2.69,10.89,3
SL3,SL03,SL,Limonade,Seasonally Flooded Forest,Seasonally Flooded Forest,DIADEMA,DIAMOND,yes,3.55899,-53.22201,196,no,yes,NA,7.84,10.17,81.99,5.31,1.81,2.14,11.81,7.4
SL4,SL04,SL,Limonade,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,3.5599,-53.20031,204,no,yes,NA,72.95,5.58,21.47,4.4,3.45,4.06,11.77,4
SL5,SL05,SL,Limonade,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,3.56209,-53.20111,204,no,yes,NA,73.88,11.02,15.1,4.61,2.7,3.38,12.52,4
SL6,SL06,SL,Limonade,Seasonally Flooded Forest,Seasonally Flooded Forest,DIADEMA,DIAMOND,yes,3.5576,-53.1976,201,no,yes,NA,45.39,29,25.62,4.71,3.84,4.94,12.85,13
SL7,SL07,SL,Limonade,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,3.56289,-53.1903,278,no,yes,NA,80.98,5.12,13.89,4.44,2.75,3.27,11.86,3.2
SL8,SL08,SL,Limonade,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,3.56029,-53.18551,231,no,yes,NA,72.43,4.96,22.62,4.47,2.61,3.25,12.44,3
SL9,SL09,SL,Limonade,Seasonally Flooded Forest,Seasonally Flooded Forest,DIADEMA,DIAMOND,yes,3.56679,-53.1971,176,no,yes,NA,39.73,13.94,46.33,4.82,3.2,3.37,10.54,7.4
SL10,SL10,SL,Limonade,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,3.56927,-53.1995,206,no,yes,NA,69.98,6.04,23.99,4.38,4.59,5.83,12.69,7.2
SL11,SL11,SL,Limonade,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,3.5791,-53.1968,214,no,yes,NA,54.02,9.48,36.5,4.45,3.17,3.82,12.05,5.4
SL12,SL12,SL,Limonade,Seasonally Flooded Forest,Seasonally Flooded Forest,DIADEMA,DIAMOND,yes,3.5736,-53.19851,192,no,yes,NA,10.68,12.05,77.28,4.8,9.44,13.54,14.34,72
SP1,SP1,SP,Savane des Peres,Savanna,Savanna,BING,BING,yes,5.11717,-52.65444,4,yes,yes,1,9.11,79.816,11.074,4.93,0.1338,2.1635,14.4014,0.52
SP2,SP2,SP,Savane des Peres,Savanna,Savanna,BING,BING,yes,5.12175,-52.65332,4,yes,yes,1,9.897,74.597,15.506,4.82,0.197,2.8793,14.4014,0.92
SUR101,SUR101,SUR,Surinam,White-Sand,White-Sand,NEBEDIV,OTHER,no,5.34358,-55.76634,39,no,no,NA,3,2,95,NA,0.065,1.19,18.31,6.4
SUR102,SUR102,SUR,Surinam,White-Sand,White-Sand,NEBEDIV,OTHER,no,5.22918,-55.65231,58,no,no,NA,3,2,95,NA,0.042,1.05,25,4.8
TP1,TP1,TP,Trou-Poisson,Savanna,Savanna,BING,BING,yes,5.40902,-53.0933,10.54303,yes,yes,1,2.5715,52.7975,44.636,4.76,0.20009,2.96193,14.80292,0.17843
TP2,TP2,TP,Trou-Poisson,Savanna,Savanna,BING,BING,yes,5.40517,-53.08926,9.73573,yes,yes,1,1.12,32.7495,66.1345,4.77,0.08412,1.1874,14.1154,0.12263
TRI_INS,TRI_INS,TRI,Trinite,White-Sand,White-Sand,DIADEMA,OTHER,yes,4.62089,-53.40948,433,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRI41,TRI41,TRI,Trinite,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,4.59823,-53.41023,127,no,yes,NA,39.91333,10.41333,49.68,4.26333,1.93333,2.38333,12.21667,2
TRI42,TRI42,TRI,Trinite,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,4.60945,-53.41445,154,no,yes,NA,20.35,5.01333,74.64,4.40333,1.21,1.55333,12.80667,2.2
TRI43,TRI43,TRI,Trinite,Terra Firme,Terra Firme,DIADEMA,DIAMOND,yes,4.60676,-53.40163,149,no,yes,NA,27.18667,4.69,68.12,4.32333,1.40667,1.73667,12.28,2
TRI44,TRI44,TRI,Trinite,Seasonally Flooded Forest,Seasonally Flooded Forest,DIADEMA,DIAMOND,yes,4.59523,-53.41452,127,no,yes,NA,10.94,6.50333,82.55667,4.58667,1.51,2.11667,14.01333,4.9
TRI45,TRI45,TRI,Trinite,Seasonally Flooded Forest,Seasonally Flooded Forest,DIADEMA,DIAMOND,yes,4.60304,-53.41614,126,no,yes,NA,21.65667,7.98667,70.36,4.45667,1.28667,1.37333,10.58667,2.06667
TRI46,TRI46,TRI,Trinite,Seasonally Flooded Forest,Seasonally Flooded Forest,DIADEMA,DIAMOND,yes,4.62042,-53.40938,320,no,yes,NA,51.66333,21.40667,26.92667,4.95,2.85,2.62,8.99,3.46667
TRI48,TRI48,TRI,Trinite,White-Sand,White-Sand,DIADEMA,DIAMOND,yes,4.61984,-53.40905,320,no,yes,NA,2.009,35.702,62.289,5.4,0.1022,1.7419,17.04403,1.04
TRIFT,TRIFT,TRI,Trinite,White-Sand,White-Sand,DIADEMA,DIAMOND,yes,4.61877,-53.40798,414,no,yes,NA,1.221,33.994,64.785,4.37,0.941,27.48,29.20298,6.72
WAB1,WA1,WAB,Wayabo,Savanna,Savanna,BING,BING,yes,5.04294,-52.63362,9.75627,yes,yes,1,1.312,22.3115,76.3805,5.29,0.05576,0.56735,10.17391,0.13848
WAB2,WA2,WAB,Wayabo,Savanna,Savanna,BING,BING,yes,5.03724,-52.62711,9.3343,yes,yes,1,0.715,11.555,87.7345,4.89,0.0515,0.45424,8.81982,0.23926
BUG-001,BUG_0001,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.174600124,-52.66009903,0,yes,yes,1,3.914,24.1215,71.966,4.7,0.058504831,0.981546581,16.77718793,4.608
BUG-002,BUG_0002,URB_KOU,Kourou,Schoolyard,Urban Area,BUG,BUG,yes,5.165400028,-52.64390182,6,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-004,BUG_0004,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.159599781,-52.64289856,3,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-005,BUG_0005,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.160099983,-52.63600159,2,yes,yes,1,1.7045,16.952,81.3485,6.39,0.067415565,1.03056705,15.2867814,10.952
BUG-007,BUG_0007,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-011,BUG_0011,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.155499935,-52.63880157,2,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-012,BUG_0012,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.165699959,-52.64199829,4,yes,yes,1,4.526,28.8375,66.6415,5.08,0.087550446,1.284994245,14.67718685,1.688
BUG-014,BUG_0014,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.165999889,-52.64229965,4,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-015,BUG_0015,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.162000179,-52.64400101,4,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-017,BUG_0017,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.161799908,-52.64239883,4,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-018,BUG_0018,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.162799835,-52.65269852,3,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-019,BUG_0019,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.159699917,-52.63759995,2,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-024,BUG_0024,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.175700188,-52.66019821,3,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-025,BUG_0025,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.163199902,-52.64110184,4,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-029,BUG_0029,URB_KOU,Kourou,Schoolyard,Urban Area,BUG,BUG,yes,5.165400028,-52.64390182,6,yes,yes,1,5.757,42.742,51.5065,4.82,0.096091054,1.377028227,14.3304509,1.776
BUG-034,BUG_0034,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-035,BUG_0035,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.161799908,-52.64239883,4,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-036,BUG_0036,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.166699886,-52.64310074,4,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-037,BUG_0037,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.156000137,-52.63690186,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-038,BUG_0038,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.158800125,-52.6371994,2,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-041,BUG_0041,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.157599926,-52.63589859,2,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-042,BUG_0042,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-045,BUG_0045,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-046,BUG_0046,URB_KOU,Kourou,Schoolyard,Urban Area,BUG,BUG,yes,5.165400028,-52.64390182,6,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-047,BUG_0047,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.15719986,-52.63779831,2,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-048,BUG_0048,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.155099869,-52.63729858,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-049,BUG_0049,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.165800095,-52.64659882,4,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-050,BUG_0050,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-051,BUG_0051,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.16050005,-52.63370132,3,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-052,BUG_0052,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-053,BUG_0053,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-055,BUG_0055,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.164700031,-52.64279938,4,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-056,BUG_0056,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.16079998,-52.64300156,3,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-057,BUG_0057,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.165800095,-52.64210129,4,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-058,BUG_0058,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.161399841,-52.64139938,3,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-059,BUG_0059,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.161900043,-52.65029907,3,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-061,BUG_0061,URB_KOU,Kourou,Schoolyard,Urban Area,BUG,BUG,yes,5.165400028,-52.64390182,6,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-064,BUG_0064,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.161200047,-52.63529968,2,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
